county,precinct,OMALLEY,SANDERS,CLINTON,FUENTE,UNCOMMITTED,TOTAL
21153,B103,0,21,12,2,2,37
21153,B104,0,13,33,0,0,46
21153,B105,0,15,15,0,1,31
21153,C101,4,53,31,2,4,94
21153,C102,2,61,22,0,2,87
21153,C103,0,23,25,0,0,48
21153,C104,1,61,32,0,2,96
21153,C105,2,37,30,0,2,71
21155,A101,2,45,39,0,13,99
21155,A102,2,54,40,1,4,101
21155,A103,2,49,48,0,7,106
21155,A104,0,34,54,1,5,94
21155,C102,1,89,148,1,6,245
21155,C103,1,47,46,0,8,102
21155,C105,0,31,18,0,1,50
21155,D102,1,97,97,0,11,206
21155,D103,3,68,69,1,5,146
21155,D104,2,26,51,1,3,83
21155,E101,4,39,52,0,12,107
21155,E102,2,83,81,1,15,182
21155,E103,0,110,106,1,8,225
21155,H101,2,78,96,1,7,184
21155,H102,3,51,49,1,5,109
21155,H103,3,26,54,0,7,90
21155,H104,1,30,51,0,4,86
21157,A101,5,94,93,3,30,225
21157,A102,6,113,89,1,18,227
21157,A103,8,104,106,1,25,244
21157,A104,8,84,39,0,25,156
21157,A105,3,83,52,0,12,150
21157,A106,1,58,33,0,12,104
21157,A107,3,162,96,2,32,295
21157,A108,3,95,48,0,20,166
21157,B101,2,80,58,1,21,162
21157,B102,9,125,71,3,31,239
21157,B103,3,43,48,2,22,118
21157,B104,6,57,49,0,13,125
21157,B105,6,106,32,1,24,169
21157,B106,4,83,68,1,23,179
21157,B107,3,103,67,1,19,193
21157,B108,1,66,44,0,12,123
21157,B109,6,59,51,0,21,137
21157,C101,8,123,68,2,36,237
21157,C102,2,66,48,0,14,130
21157,C103,6,110,73,0,22,211
21157,C104,5,158,95,1,27,286
21157,C105,3,106,94,3,17,223
21157,C106,3,53,39,2,6,103
21157,C107,3,44,24,0,11,82
21157,C108,2,103,57,3,16,181
21159,A101,1,20,13,1,1,36
21159,A102,0,12,1,0,0,13
21159,A103,2,9,3,0,2,16
21159,B101,0,8,1,0,1,10
21159,B102,0,13,8,0,4,25
21159,B103,0,16,5,0,1,22
21159,C101,2,34,19,3,1,59
21159,C102,2,15,9,0,1,27
21159,D101,0,8,8,1,1,18
21159,D102,0,5,7,0,3,15
21159,D103,2,2,1,0,2,7
21159,D104,0,2,0,0,0,2
21159,E101,3,11,7,0,0,21
21159,E102,0,30,12,0,4,46
21161,A101,2,38,41,0,3,84
21161,A102,1,5,34,0,0,40
21161,A103,0,58,86,0,15,159
21161,A104,3,38,43,0,3,87
21161,A105,3,37,34,0,6,80
21161,B102,1,15,18,0,3,37
21161,B103,1,25,11,0,5,42
21161,B104,2,34,27,0,6,69
21161,B105,1,14,8,0,3,26
21161,B106,1,65,51,1,8,126
21161,B107,3,77,57,0,10,147
21161,B108,2,106,86,1,11,206
21161,C102,2,85,90,2,23,202
21161,C103,1,54,38,0,5,98
21161,C104,0,23,40,0,5,68
21161,C105,2,85,25,0,8,120
21145,A102,2,66,87,0,4,159
21145,A104,1,24,81,1,7,114
21145,A106,3,30,31,0,2,66
21145,A110,0,71,56,0,11,138
21145,A112,2,93,66,1,18,180
21145,A113,3,131,95,0,22,251
21145,A114,2,78,48,2,4,134
21145,A115,0,50,44,0,4,98
21145,A116,3,94,99,2,9,207
21145,A117,2,4,6,0,0,12
21145,A118,3,114,42,1,21,181
21145,A119,0,24,55,1,2,82
21145,A120,1,68,38,1,8,116
21145,A121,0,32,32,0,5,69
21145,A122,1,104,99,0,24,228
21145,A124,5,59,42,1,15,122
21145,A133A,1,43,64,0,4,112
21145,B103,2,86,69,0,8,165
21145,B113,0,85,97,0,7,189
21145,B114,1,41,52,0,8,102
21145,B116,3,63,58,1,5,130
21145,B117,2,52,64,0,14,132
21145,B118,1,49,55,0,6,111
21145,B119,2,46,20,1,9,78
21145,B120,0,70,45,0,11,126
21145,B121,3,58,38,0,16,115
21145,B122,0,39,32,0,8,79
21145,B123,7,68,62,0,20,157
21145,B124,3,63,38,1,13,118
21145,B125,2,92,55,2,13,164
21145,B126,2,45,34,1,15,97
21145,B127,2,70,41,1,8,122
21145,B129,1,7,4,1,1,14
21145,B131,2,73,100,0,15,190
21145,B132,3,63,54,0,17,137
21145,B134,0,70,50,0,8,128
21145,B135,2,42,42,2,9,97
21145,C102,0,44,155,1,5,205
21145,C106,0,27,23,0,4,54
21145,C107,2,92,64,0,13,171
21145,C108,3,87,85,1,14,190
21145,C109,4,84,110,1,21,220
21145,C110,1,98,86,0,12,197
21145,C112,6,115,69,0,18,208
21145,C113,5,94,74,0,17,190
21145,C114,1,51,28,3,11,94
21145,C115,2,42,24,0,8,76
21145,C119,0,50,59,0,9,118
21145,C120,3,63,84,0,5,155
21145,C121,1,77,65,0,11,154
21145,C122,1,62,52,0,17,132
21145,C123,6,99,93,0,22,220
21145,C125,2,60,98,1,6,167
21145,C128,2,59,48,2,10,121
21147,A101,2,28,17,0,1,48
21147,A102,0,22,12,0,0,34
21147,A104,2,5,8,0,0,15
21147,A105,0,2,2,0,0,4
21147,B101,3,28,28,1,4,64
21147,B102,0,12,5,0,3,20
21147,B104,1,2,2,0,2,7
21147,D101,0,29,22,0,3,54
21147,D103,0,8,5,0,2,15
21147,D104,0,8,12,0,1,21
21147,D105,0,13,1,0,0,14
21147,D106,0,6,6,0,0,12
21147,F103,0,6,7,0,0,13
21147,F104,0,16,19,1,1,37
21147,F105,0,9,4,0,1,14
21147,F106,0,1,2,0,1,4
21147,F108,0,1,4,0,0,5
21147,F109,0,1,1,0,0,
21149,A101,1,60,30,0,4,95
21149,A102,5,109,62,1,25,202
21149,B101,1,63,69,3,10,146
21149,B102,5,52,64,1,6,128
21149,C101,5,61,52,2,11,131
21149,C102,6,73,44,1,9,133
21149,D101,7,87,63,1,17,175
21149,D102,4,102,64,2,19,191
21163,A101,2,47,57,0,6,112
21163,A102,1,37,29,1,2,70
21163,B101,3,114,95,1,10,223
21163,B102,5,103,95,1,9,213
21163,B103,0,51,32,0,7,90
21163,C101,3,80,82,5,20,190
21163,C102,3,42,48,2,12,107
21163,C103,2,52,38,2,6,100
21163,D101,4,121,122,0,14,261
21163,D102,10,139,102,0,12,263
21163,D103,2,101,61,2,13,179
21163,E101,8,102,67,2,11,190
21163,E102,3,82,78,1,15,179
21163,E103,1,59,52,1,3,116
21163,F101,2,73,79,1,14,169
21163,F102,0,62,40,1,6,109
21163,F103,1,86,61,1,9,158
21163,F104,3,74,44,0,10,131
21163,F105,3,77,71,0,13,164
21165,A101,2,30,30,0,2,64
21165,A102,1,35,34,1,5,76
21165,B101,7,93,78,0,11,189
21165,C101,3,52,48,1,8,112
21165,D101,1,46,52,0,9,108
21165,E101,0,59,43,0,6,108
21167,A101,4,120,88,0,12,224
21167,A102,0,14,16,0,1,31
21167,A103,0,74,33,0,7,114
21167,A104,0,13,17,1,2,33
21167,C101,1,41,9,0,13,64
21167,C102,5,133,81,3,17,239
21167,C104,4,73,33,2,9,121
21167,C105,2,23,6,0,2,33
21167,D101,2,110,67,2,14,195
21167,D102,5,75,62,0,12,154
21167,D103,1,51,40,3,4,99
21167,E101,5,122,104,1,9,241
21167,E102,1,85,54,0,10,150
21167,F101,2,56,62,0,7,127
21167,F102,2,94,84,0,5,185
21167,G101,4,132,111,0,19,266
21167,G102,0,80,89,0,11,180
21169,A101,4,96,95,0,17,212
21169,A102,0,66,78,1,8,153
21169,A103,3,77,51,0,14,145
21169,A104,2,59,29,0,5,95
21169,B101,2,39,33,0,13,87
21169,B102,0,6,6,1,3,16
21169,B103,2,44,39,1,12,98
21169,B104,3,49,46,0,6,104
21169,C101,2,48,37,3,5,95
21169,C102,0,22,16,0,2,40
21169,D101,2,39,32,0,9,82
21169,D102,0,20,10,0,1,31
21171,A101,0,4,8,0,0,12
21171,A102,0,13,9,0,3,25
21171,A103,0,4,4,0,0,8
21171,B101,0,8,5,0,1,14
21171,B102,1,7,17,0,1,26
21171,C101,0,11,10,0,1,22
21171,C102,0,5,9,0,0,14
21171,C103,0,11,13,0,0,24
21171,D101,0,4,5,0,3,12
21171,D102,0,14,17,1,0,32
21171,E101,0,17,12,0,1,30
21171,E102,0,10,13,0,1,24
21173,A101,1,55,42,0,2,100
21173,A102,1,63,70,0,5,139
21173,A103,1,68,90,0,5,164
21173,A104,2,70,69,0,7,148
21173,A105,0,25,60,0,2,87
21173,A106,1,71,73,0,3,148
21173,B101,2,94,57,2,13,168
21173,B102,3,102,74,1,14,194
21173,B103,3,65,75,0,3,146
21173,B104,2,87,82,1,16,188
21173,B105,2,64,70,1,9,146
21173,B107,4,89,77,0,11,181
21173,B108,4,83,72,1,10,170
21173,C101,2,49,43,1,8,103
21173,C102,1,100,79,0,9,189
21173,C103,2,94,100,1,15,212
21173,C104,4,81,82,0,16,183
21173,C105,2,38,38,0,5,83
21177,A101,1,25,35,0,5,66
21177,A102,3,63,58,0,6,130
21177,A103,2,30,40,2,8,82
21177,A104,2,44,55,1,8,110
21177,A106,2,50,51,0,4,107
21177,A107,2,59,39,0,17,117
21177,B101,4,66,71,1,11,153
21177,B102,0,53,52,0,9,114
21177,B103,1,57,38,0,6,102
21177,B104,1,101,103,1,17,223
21177,B105,0,29,37,0,8,74
21177,C101,10,128,95,2,25,260
21177,C103,0,61,53,0,10,124
21177,C104,4,78,77,1,18,178
21177,C106,5,87,72,1,17,182
21177,D101,3,106,85,1,23,218
21177,D102,1,51,51,0,10,113
21177,D103,0,101,76,1,26,204
21177,D104,2,44,37,0,17,100
21177,E101,1,30,46,1,9,87
21177,E102,0,38,36,0,5,79
21177,E103,9,98,98,0,23,228
21177,E104,0,89,89,0,12,190
21177,E105,1,77,49,0,19,146
21177,E107,2,28,20,0,4,54
21179,A101,1,23,18,0,4,46
21179,A102,6,140,139,1,11,297
21179,A103,3,85,143,1,8,240
21179,A104,3,84,63,0,8,158
21179,A105,2,141,130,4,12,289
21179,B101,1,122,88,2,15,228
21179,B102,1,56,90,0,3,150
21179,B103,5,105,80,0,12,202
21179,B104,2,103,104,0,8,217
21179,C101,2,97,105,0,7,211
21179,C102,3,85,114,0,8,210
21179,C103,1,65,90,0,2,158
21179,C104,1,95,120,1,8,225
21179,C105,3,92,81,3,7,186
21179,D101,3,92,51,1,11,158
21179,D102,6,152,120,0,6,284
21179,D103,2,95,146,0,6,249
21179,D104,2,84,68,0,4,158
21179,D105,6,139,135,0,13,293
21179,E101,1,55,68,0,5,129
21179,E102,3,128,125,2,19,277
21179,E103,4,101,93,5,4,207
21179,E104,0,70,35,0,6,111
21179,E105,1,80,90,0,2,173
21181,A101,3,73,49,1,8,134
21181,B101,3,80,65,0,5,153
21181,C101,1,86,56,0,5,148
21181,D101,3,80,96,1,15,195
21181,E101,5,86,66,0,9,166
21183,A101,2,50,58,0,6,116
21183,A102,0,50,43,0,6,99
21183,A104,2,24,18,0,5,49
21183,A105,1,59,48,0,11,119
21183,B101,6,46,53,1,2,108
21183,B102,8,83,76,3,5,175
21183,B103,4,28,23,0,6,61
21183,C101,3,51,32,0,5,91
21183,C102,3,63,34,2,5,107
21183,C103,0,92,66,0,7,165
21183,C104,3,93,52,0,9,157
21183,D101,0,51,45,0,6,102
21183,D102,1,58,44,0,6,109
21183,D104,2,22,25,1,3,53
21183,D106,1,23,31,0,2,57
21183,E101,6,58,41,1,6,112
21183,E102,0,24,20,1,3,48
21183,E103,0,33,25,1,2,61
21183,E105,1,20,19,1,3,44
21185,A101,1,69,137,0,2,209
21185,A103,1,88,101,0,7,197
21185,A104,1,126,125,0,2,254
21185,B101,0,35,49,0,0,84
21185,B102,1,74,102,0,1,178
21185,B104,1,37,39,0,2,79
21185,B105,0,77,98,1,3,179
21185,B106,1,52,74,1,1,129
21185,C101,1,43,36,0,0,80
21185,C102,4,67,82,0,4,157
21185,C103,1,65,71,0,4,141
21185,C105,1,47,61,0,6,115
21185,C106,1,30,27,0,3,61
21185,D101,2,94,91,0,3,190
21185,D103,0,59,62,1,7,129
21185,D104,1,25,47,0,1,74
21185,D106,1,78,61,0,4,144
21185,E101,0,70,68,0,5,143
21185,E102,1,96,123,0,7,227
21185,E103,0,57,61,0,2,120
21185,E104,0,32,61,0,0,93
21185,E105,0,59,58,0,4,121
21185,E106,1,13,17,0,0,31
21185,F101,1,41,40,0,3,85
21185,F102,0,61,58,0,1,120
21185,F103,1,84,84,0,1,170
21185,F104,2,35,54,0,7,98
21185,F105,0,75,88,0,3,166
21185,F106,0,18,15,0,1,34
21185,G101,0,38,95,0,2,135
21185,G102,2,80,104,0,3,189
21185,G103,2,95,80,0,6,183
21185,G105,1,23,25,0,1,50
21185,H101,1,103,96,0,5,205
21185,H103,1,73,81,1,5,161
21185,H104,1,61,65,0,8,135
21185,H105,1,38,63,0,2,104
21185,H106,0,23,34,0,1,58
21187,A101,2,32,15,0,4,53
21187,A103,1,43,18,0,5,67
21187,A104,0,18,10,0,3,31
21187,A105,3,74,43,0,6,126
21187,B102,12,115,64,2,21,214
21187,B103,3,96,67,2,8,176
21187,C101,1,22,29,0,2,54
21187,C103,1,32,36,0,5,74
21187,C104,1,62,27,0,1,91
21187,D101,4,90,72,2,16,184
21187,D102,4,56,27,2,10,99
21187,D103,0,56,22,0,7,85
21191,A101,0,8,5,0,0,13
21191,A102,3,46,39,0,7,95
21191,A103,2,36,16,1,2,57
21191,B101,4,64,56,0,12,136
21191,B102,2,47,29,0,2,80
21191,B103,1,33,31,1,12,78
21191,C101,0,29,19,0,6,54
21191,C102,3,51,37,1,8,100
21191,C103,0,29,7,0,4,40
21191,D101,4,79,65,1,9,158
21191,D102,6,46,24,1,8,85
21191,D103,4,44,32,0,6,86
21193,A101,1,32,39,2,3,77
21193,A102,1,49,15,0,7,72
21193,A103,1,33,9,1,2,46
21193,A104,2,20,5,2,1,30
21193,A105,2,37,8,0,3,50
21193,A107,0,45,22,1,7,75
21193,A108,0,37,8,0,5,50
21193,A109,0,65,37,1,7,110
21193,A110,2,49,18,0,5,74
21193,A111,1,18,19,0,0,38
21193,A112,5,68,39,2,7,121
21193,A113,1,50,24,0,4,79
21193,A114,9,86,35,2,9,141
21193,B101,4,49,28,3,7,91
21193,B102,0,39,24,1,1,65
21193,B103,0,39,34,1,5,79
21193,B104,2,44,28,1,1,76
21193,B105,0,76,41,0,5,122
21193,B106,0,61,13,0,10,84
21193,B107,1,28,13,0,6,48
21193,B108,1,28,10,0,2,41
21193,B109,1,25,14,1,2,43
21193,B110,1,61,40,0,2,104
21193,B111,3,25,26,1,2,57
21193,B112,2,23,26,0,7,58
21193,B113,0,24,20,1,3,48
21193,C102,2,31,23,0,3,59
21193,C103,3,59,24,1,5,92
21193,C104,5,61,33,0,10,109
21193,C105,3,59,12,0,6,80
21193,C106,2,45,15,0,11,73
21193,C107,3,56,25,0,9,93
21193,C108,1,38,18,0,3,60
21193,C109,1,28,10,1,6,46
21193,C110,3,39,5,0,3,50
21193,C111,0,30,8,1,4,43
21193,C114,0,65,28,0,6,99
21199,A101,0,17,13,0,1,31
21199,A102,1,37,39,1,4,82
21199,A103,0,28,32,0,5,65
21199,A104,0,6,6,0,2,14
21199,A105,0,18,15,0,0,33
21199,A106,1,58,62,0,2,123
21199,A108,0,39,47,0,6,92
21199,A110,2,12,5,1,1,21
21199,A111,0,4,2,0,1,7
21199,A112,0,10,4,0,0,14
21199,B101,1,13,8,0,1,23
21199,B102,0,7,7,0,0,14
21199,B103,0,6,2,0,0,8
21199,B104,1,16,13,0,0,30
21199,B105,0,22,14,1,3,40
21199,B106,0,27,20,0,1,48
21199,B107,0,27,22,0,5,54
21199,B108,0,19,22,0,4,45
21199,B109,0,13,7,1,1,22
21199,B110,1,20,21,1,8,51
21199,B111,0,11,18,0,1,30
21199,B112,2,11,18,0,1,32
21199,B113,0,5,5,0,0,10
21199,C101,0,15,10,0,0,25
21199,C102,0,31,45,0,2,78
21199,C103,1,41,38,0,1,81
21199,C104,1,51,49,0,4,105
21199,C105,0,40,23,0,2,65
21199,C106,0,27,19,0,6,52
21199,C110,0,38,34,1,2,75
21199,C111,1,8,6,0,0,15
21199,C112,0,1,0,0,0,1
21199,C113,0,1,5,0,0,6
21199,D101,1,26,27,0,3,57
21199,D102,0,11,9,0,1,21
21199,D103,0,17,4,0,2,23
21199,D104,0,18,6,0,1,25
21199,D105,0,21,31,0,4,56
21199,D106,0,10,6,0,1,17
21199,D107,1,4,6,0,0,11
21199,D108,1,17,10,1,1,30
21199,D109,0,15,14,0,2,31
21199,D110,0,21,32,0,3,56
21199,D111,0,12,12,0,3,27
21199,D113,0,13,14,0,0,27
21199,D115,1,23,23,0,2,49
21199,E101,1,12,19,0,2,34
21199,E103,0,38,51,0,4,93
21199,E104,0,22,21,0,1,44
21199,E105,1,40,41,0,1,83
21199,E107,1,6,14,0,2,23
21199,E108,0,30,28,1,3,62
21199,E109,0,8,9,0,1,18
21199,E110,0,4,14,0,0,18
21199,E111,0,45,57,2,5,109
21199,E112,1,20,17,0,1,39
21203,A101,0,33,36,1,1,71
21203,A102,1,10,18,1,1,31
21203,B101,0,12,11,1,1,25
21203,B102,0,14,28,1,3,46
21203,C101,1,27,24,0,6,58
21203,C102,0,25,20,0,1,46
21203,C103,0,3,0,0,2,5
21203,D101,0,43,24,0,2,69
21203,D102,0,23,5,1,0,29
21203,D103,0,11,2,0,1,14
21203,E101,0,15,22,0,1,38
21203,E102,0,5,10,0,2,17
21203,E103,0,4,14,0,0,18
21203,E104,0,8,3,0,1,12
21203,E105,0,12,7,0,0,19
21205,A101,2,54,71,0,0,127
21205,A102,0,95,76,2,8,181
21205,A103,0,42,27,0,0,69
21205,A105,0,33,45,0,1,79
21205,A106,4,125,109,0,8,246
21205,B102,1,36,42,2,5,86
21205,B104,2,101,95,3,2,203
21205,B105,1,115,97,0,6,219
21205,B106,4,154,107,2,14,281
21205,C101,2,103,94,2,9,210
21205,C102,0,59,24,0,0,83
21205,C103,0,39,31,0,3,73
21205,C104,3,46,34,0,2,85
21205,C106,1,82,52,0,3,138
21205,D101,0,32,23,0,2,57
21205,D102,1,74,76,1,9,161
21205,D103,0,77,86,1,7,171
21205,D104,1,60,32,0,3,96
21207,A101,0,31,27,0,0,58
21207,A102,0,21,29,0,1,51
21207,A103,0,21,15,0,1,37
21207,B101,1,20,26,0,2,49
21207,B102,0,16,15,1,3,35
21207,B103,2,34,25,0,4,65
21207,C101,0,32,17,0,2,51
21207,C102,1,16,21,0,2,40
21207,C103,0,16,16,0,1,33
21207,C104,1,17,11,0,2,31
21207,D101,0,25,23,0,1,49
21207,D102,1,14,15,0,0,30
21207,D103,0,14,8,1,1,24
21207,E101,1,26,37,0,1,65
21207,E102,0,9,18,0,2,29
21207,E103,0,8,9,1,1,19
21209,A100,2,77,45,1,5,130
21209,A102,2,42,17,0,7,68
21209,A104,2,41,46,0,4,93
21209,A106,3,85,66,0,4,158
21209,A110,2,47,44,0,2,95
21209,A112,2,32,26,0,5,65
21209,A114,0,5,11,0,1,17
21209,A116,1,22,39,1,3,66
21209,B101,0,64,47,1,1,113
21209,B103,1,51,52,0,11,115
21209,B105,3,54,55,1,3,116
21209,B109,0,32,44,0,3,79
21209,B111,0,70,44,0,8,122
21209,B113,0,56,53,1,6,116
21209,C108,1,74,46,1,5,127
21209,C110,0,52,60,0,3,115
21209,C112,1,75,66,0,6,148
21209,C114,1,45,55,0,3,104
21209,C116,2,64,77,0,8,151
21209,C118,0,70,54,0,5,129
21209,D111,1,67,66,0,2,136
21209,D113,0,69,57,0,9,135
21209,D115,3,58,68,0,2,131
21209,D119,1,46,43,0,2,92
21209,D121,0,48,50,0,5,103
21209,D123,1,65,56,0,6,128
21209,E118,0,24,30,0,5,59
21209,E120,0,29,37,0,1,67
21209,E122,0,38,100,0,1,139
21209,E124,2,34,53,0,3,92
21209,E126,1,43,38,0,0,82
21209,E128,0,26,44,0,2,72
21209,F117,2,49,106,0,10,167
21209,F119,1,51,29,1,7,89
21209,F121,0,84,76,0,6,166
21209,F123,1,54,80,0,5,140
21209,F125,0,35,25,0,0,60
21209,F127,0,48,76,0,8,132
21209,F129,0,54,54,0,7,115
21209,F131,0,55,54,1,5,115
21209,G128,1,38,59,0,1,99
21209,G130,1,43,72,0,5,121
21209,G132,3,81,61,0,4,149
21209,G134,1,46,52,1,1,101
21209,G136,1,77,63,0,5,146
21209,G138,0,0,0,0,0,0
21211,A101,0,50,58,0,10,118
21211,A102,0,47,68,0,7,122
21211,A103,0,39,54,0,7,100
21211,A104,2,47,38,0,7,94
21211,A105,5,37,64,0,1,107
21211,B101,4,88,58,2,8,160
21211,B102,8,110,64,1,21,204
21211,B103,2,40,30,0,2,74
21211,B104,4,96,124,0,9,233
21211,B105,0,51,61,2,5,119
21211,C101,5,85,98,1,15,204
21211,C102,3,119,63,2,15,202
21211,C103,2,66,71,1,12,152
21211,C104,8,90,74,0,7,179
21211,C105,0,49,40,0,5,94
21211,D101,5,66,46,0,18,135
21211,D102,3,84,60,0,17,164
21211,D103,5,43,72,0,7,127
21211,D104,5,47,47,0,14,113
21211,D105,2,49,50,0,3,104
21211,E101,3,94,112,1,10,220
21211,E102,1,53,68,0,6,128
21211,E103,0,59,93,0,10,162
21211,E104,1,34,33,0,3,71
21211,E105,0,9,9,0,1,19
21211,F101,2,45,66,0,1,114
21211,F102,2,73,79,0,7,161
21211,F103,0,27,42,0,5,74
21211,F104,1,30,27,0,1,59
21211,F105,0,27,42,0,3,72
21211,G101,0,60,89,1,9,159
21211,G102,1,53,72,0,4,130
21211,G103,0,75,92,1,6,174
21211,G104,0,48,77,1,2,128
21213,A101,3,73,56,0,15,147
21213,A102,2,46,49,1,11,109
21213,A103,2,54,45,0,4,105
21213,B101,2,49,42,0,7,100
21213,B102,1,32,41,0,2,76
21213,B103,3,97,80,1,11,192
21213,C101,0,38,37,0,6,81
21213,C103,1,36,46,1,5,89
21213,C104,5,98,93,0,15,211
21213,D101,2,19,13,0,5,39
21213,D102,2,36,38,1,8,85
21213,D103,0,44,104,1,6,155
21213,D104,3,56,47,1,6,113
21215,A101,6,123,138,1,10,278
21215,B101,2,87,60,1,9,159
21215,B102,0,56,54,1,5,116
21215,C101,2,77,63,0,6,148
21215,C102,1,96,80,1,3,181
21215,D101,2,31,30,0,3,66
21215,D102,1,53,36,1,4,95
21215,D103,0,25,22,0,2,49
21215,D104,0,14,13,0,2,29
21215,D105,1,48,34,1,6,90
21215,D106,0,0,0,0,1,1
21215,E101,2,60,52,0,2,116
21215,E102,3,77,42,1,9,132
21215,E103,0,49,31,0,3,83
21217,A101,0,30,23,0,2,55
21217,A102,1,42,38,0,3,84
21217,A104,2,70,82,1,5,160
21217,B101,0,45,42,0,5,92
21217,B102,1,52,61,1,5,120
21217,B103,0,16,35,0,2,53
21217,B104,2,24,37,0,4,67
21217,C101,0,5,9,0,1,15
21217,C103,1,10,3,0,0,14
21217,C104,2,47,78,0,4,131
21217,C105,1,64,63,1,9,138
21217,D101,0,12,4,0,0,16
21217,D102,3,62,63,3,6,137
21217,D104,2,53,55,0,2,112
21217,E101,1,59,72,0,2,134
21217,E102,0,31,44,0,0,75
21217,E103,0,33,31,1,4,69
21217,F101,0,54,25,0,3,82
21217,F102,0,71,74,0,5,150
21217,F103,0,48,81,0,3,132
21219,A101,1,47,15,0,7,70
21219,A102,2,23,21,1,9,56
21219,A103,0,26,12,0,3,41
21219,B101,4,46,15,1,6,72
21219,B102,0,46,9,0,2,57
21219,B103,0,21,5,0,0,26
21219,B104,0,12,1,0,2,15
21219,C101,1,61,77,0,10,149
21219,C102,1,52,33,0,9,95
21219,D101,0,6,14,0,2,22
21219,D102,6,102,74,0,21,203
21219,E101,0,23,18,0,7,48
21219,E102,1,32,28,0,3,64
21221,A101,8,74,95,1,11,189
21221,A102,0,6,5,0,0,11
21221,B101,3,54,26,0,10,93
21221,B102,1,56,62,1,10,130
21221,C101,2,93,98,1,19,213
21221,D101,1,59,63,4,15,142
21221,D102,0,4,0,0,3,7
21221,D103,1,19,15,0,3,38
21221,E101,3,46,33,0,13,95
21221,E102,0,29,18,1,3,51
21221,E104,1,24,20,0,1,46
21221,F101,0,24,23,1,4,52
21221,F102,3,104,48,2,11,168
21221,G101,1,51,42,0,4,98
21221,G102,2,47,27,0,4,80
21223,A101,4,47,43,0,11,105
21223,A102,3,49,16,0,11,79
21223,A103,2,59,42,0,15,118
21223,B101,0,34,38,0,3,75
21223,B103,1,46,42,0,2,91
21223,B104,0,34,45,1,8,88
21223,C101,2,38,34,0,3,77
21223,C103,3,39,39,3,12,96
21223,C104,0,71,40,1,10,122
21223,D101,1,37,14,0,3,55
21223,D102,2,32,18,1,5,58
21223,D103,1,49,33,1,9,93
21225,A101,6,100,52,3,40,201
21225,A103,1,50,51,0,31,133
21225,A104,5,45,31,0,24,105
21225,B101,4,73,44,2,25,148
21225,B102,0,68,50,0,28,146
21225,B103,3,48,42,1,17,111
21225,C101,4,98,35,1,26,164
21225,C102,4,61,24,2,13,104
21225,C103,4,53,32,0,22,111
21225,C104,2,48,8,1,11,70
21225,E102,1,69,42,0,25,137
21225,E103,4,77,29,2,15,127
21225,E104,4,72,26,0,21,123
21225,F101,6,112,71,3,41,233
21225,F102,5,29,28,0,7,69
21225,F103,4,74,76,1,28,183
21227,A101,1,42,42,0,1,86
21227,A102,1,93,93,2,5,194
21227,A103,1,51,56,1,4,113
21227,A104,0,75,68,1,9,153
21227,A105,0,80,95,1,6,182
21227,A106,1,59,53,0,5,118
21227,A107,0,37,51,0,5,93
21227,A108,3,109,93,0,2,207
21227,A109,0,111,55,0,1,167
21227,A110,2,69,134,0,8,213
21227,A111,1,30,33,1,2,67
21227,A112,0,60,54,0,4,118
21227,A113,1,43,39,1,3,87
21227,A114,0,35,48,0,3,86
21227,A115,1,39,36,1,5,82
21227,A116,0,0,0,0,0,0
21227,A117,0,0,1,0,0,1
21227,A118,0,0,0,0,0,0
21227,B101,0,111,53,0,2,166
21227,B102,0,26,28,0,1,55
21227,B103,0,42,25,0,2,69
21227,B104,1,32,82,0,2,117
21227,B105,1,31,85,0,1,118
21227,B106,0,49,67,0,1,117
21227,B107,0,54,46,0,1,101
21227,B108,1,34,32,0,0,67
21227,B109,0,80,55,0,4,139
21227,B110,0,182,75,0,2,259
21227,B111,1,44,34,0,1,80
21227,B112,0,7,2,0,0,9
21227,B113,0,12,9,0,3,24
21227,C101,2,74,58,1,8,143
21227,C102,2,116,84,0,2,204
21227,C103,1,104,52,0,5,162
21227,C104,0,120,98,0,4,222
21227,C105,3,80,72,0,7,162
21227,C106,0,37,13,0,2,52
21227,C107,1,95,100,0,13,209
21227,C108,1,23,26,1,2,53
21227,C109,0,0,0,0,0,0
21227,C110,0,61,32,0,4,97
21227,C111,1,68,69,0,5,143
21227,C112,1,108,114,2,5,230
21227,D101,2,113,132,0,19,266
21227,D102,1,106,67,0,2,176
21227,D103,3,29,37,1,5,75
21227,D104,2,42,69,0,6,119
21227,D105,2,78,67,0,5,152
21227,D106,1,51,45,1,5,103
21227,D107,2,22,22,0,3,49
21227,D108,1,45,59,0,9,114
21227,D109,3,69,79,0,6,157
21227,D110,0,46,48,0,2,96
21227,D111,0,48,44,3,2,97
21227,D112,6,109,114,0,6,235
21227,D113,1,65,49,0,2,117
21227,D114,0,61,42,0,4,107
21227,D116,0,2,0,0,0,2
21227,E101,2,72,97,1,3,175
21227,E102,5,132,62,0,9,208
21227,E103,2,45,35,0,6,88
21227,E104,2,39,27,0,4,72
21227,E105,2,46,40,0,8,96
21227,E106,4,103,70,3,9,189
21227,E107,3,110,71,1,5,190
21227,E108,1,69,55,0,13,138
21227,E109,1,59,64,0,5,129
21227,E110,1,92,102,1,4,200
21227,E111,0,53,57,0,2,112
21227,E112,2,53,40,0,1,96
21227,F101,4,59,55,0,17,135
